Genotype	Sample	TCRa_reads	Observation_type	Shannon_diversity	Coverage
WT	30903b-045	311332	Rarefaction	4626.25247306212	0.9698955612147
WT	30903b-045	312112	Rarefaction	4626.94440076189	0.969935218047707
WT	30903b-045	312892	Rarefaction	4627.63360463111	0.969974621998455
WT	30903b-045	313673	Rarefaction	4628.3209842627	0.970013825391479
WT	30903b-045	314453	Rarefaction	4629.00479666509	0.970052730095033
WT	30903b-045	315233	Rarefaction	4629.68594000107	0.970091388699595
WT	30903b-045	316014	Rarefaction	4630.36530103387	0.97012985252615
WT	30903b-045	316794	Rarefaction	4631.04115858811	0.9701680252855
WT	30903b-045	317574	Rarefaction	4631.71439913898	0.970205958529784
WT	30903b-045	318354	Rarefaction	4632.38504058713	0.97024365442911
WT	30903b-045	319135	Rarefaction	4633.05395418628	0.970281162970139
WT	30903b-045	319915	Rarefaction	4633.71944575367	0.970318390227841
WT	30903b-045	320695	Rarefaction	4634.38238765188	0.970355386454103
WT	30903b-045	321475	Rarefaction	4635.04279879272	0.970392153728427
WT	30903b-045	322256	Rarefaction	4635.70153391413	0.970428740785084
WT	30903b-045	323036	Rarefaction	4636.35692573702	0.970465055966223
WT	30903b-045	323816	Rarefaction	4637.00983287354	0.970501148272291
WT	30903b-045	324597	Rarefaction	4637.66110470761	0.970537065523237
WT	30903b-045	325377	Rarefaction	4638.30908848139	0.970572717720239
WT	30903b-045	326157	Rarefaction	4638.95463725611	0.970608152922507
WT	30903b-045	326937	Rarefaction	4639.59776319012	0.970643373079061
WT	30903b-045	327718	Rarefaction	4640.23930362364	0.97067842484405
WT	30903b-045	328498	Rarefaction	4640.87763181968	0.97071322032433
WT	30903b-045	329278	Rarefaction	4641.51358372426	0.970747806420763
WT	30903b-045	330059	Rarefaction	4642.14798619687	0.970782228935486
WT	30903b-045	330839	Rarefaction	4642.77922821977	0.970816401547935
WT	30903b-045	331619	Rarefaction	4643.40814003688	0.970850370274555
WT	30903b-045	332399	Rarefaction	4644.03473462964	0.970884136933103
WT	30903b-045	333180	Rarefaction	4644.65982673763	0.970917746197661
WT	30903b-045	333960	Rarefaction	4645.28182901887	0.970951113768469
WT	30903b-045	334740	Rarefaction	4645.90155653987	0.97098428456295
WT	30903b-045	335521	Rarefaction	4646.51981544349	0.971017302456168
WT	30903b-045	336301	Rarefaction	4647.13503562609	0.971050084616896
WT	30903b-045	337081	Rarefaction	4647.74802433999	0.971082675135659
WT	30903b-045	337861	Rarefaction	4648.35879552347	0.97111507570308
WT	30903b-045	338642	Rarefaction	4648.96814051487	0.971147329147424
WT	30903b-045	339422	Rarefaction	4649.57451174737	0.971179354540527
WT	30903b-045	340202	Rarefaction	4650.17870553925	0.971211194929217
WT	30903b-045	340982	Rarefaction	4650.78073650362	0.971242851940255
WT	30903b-045	341763	Rarefaction	4651.38138171649	0.971274367391024
WT	30903b-045	342543	Rarefaction	4651.97911921488	0.971305662186543
WT	30903b-045	343323	Rarefaction	4652.57473117687	0.971336778362112
WT	30903b-045	344104	Rarefaction	4653.16899029715	0.971367757027835
WT	30903b-045	344884	Rarefaction	4653.76038619058	0.971398520392214
WT	30903b-045	345664	Rarefaction	4654.34969547409	0.971429109776285
WT	30903b-045	346444	Rarefaction	4654.9369311092	0.971459526683077
WT	30903b-045	347225	Rarefaction	4655.52285173034	0.971489811256363
WT	30903b-045	348005	Rarefaction	4656.10597137611	0.971519887498591
WT	30903b-045	348785	Rarefaction	4656.68705141335	0.9715497957134
WT	30903b-045	349566	Rarefaction	4657.26684801302	0.971579575393149
WT	30903b-045	350346	Rarefaction	4657.84388628864	0.971609151730115
WT	30903b-045	351126	Rarefaction	4658.41892344265	0.971638564390418
WT	30903b-045	351906	Rarefaction	4658.99196987496	0.971667814806495
WT	30903b-045	352687	Rarefaction	4659.56376860749	0.971696941558214
WT	30903b-045	353467	Rarefaction	4660.13286614686	0.971725871440266
WT	30903b-045	354247	Rarefaction	4660.70000930507	0.971754643265627
WT	30903b-045	355027	Rarefaction	4661.26520837896	0.971783258391385
WT	30903b-045	355808	Rarefaction	4661.82919535654	0.971811754521469
WT	30903b-045	356588	Rarefaction	4662.3905361738	0.971840060095402
WT	30903b-045	357368	Rarefaction	4662.94996797883	0.97186821297023
WT	30903b-045	358149	Rarefaction	4663.50821358854	0.97189625027911
WT	30903b-045	358929	Rarefaction	4664.06385454604	0.971924101560515
WT	30903b-045	359709	Rarefaction	4664.61761841175	0.971951804071556
WT	30903b-045	360489	Rarefaction	4665.16951574182	0.971979359100755
WT	30903b-045	361270	Rarefaction	4665.72025991956	0.972006802987047
WT	30903b-045	362050	Rarefaction	4666.26845293392	0.972034066698125
WT	30903b-045	362830	Rarefaction	4666.81481088737	0.972061186714248
WT	30903b-045	363611	Rarefaction	4667.36004099098	0.972088198788495
WT	30903b-045	364391	Rarefaction	4667.902758397	0.972115034920838
WT	30903b-045	365171	Rarefaction	4668.44367106848	0.97214173107616
WT	30903b-045	365951	Rarefaction	4668.98279066357	0.9721682884068
WT	30903b-045	366732	Rarefaction	4669.52081465677	0.972194741911279
WT	30903b-045	367512	Rarefaction	4670.05637429196	0.972221025032606
WT	30903b-045	368292	Rarefaction	4670.59017134968	0.972247172884975
WT	30903b-045	369073	Rarefaction	4671.12289453385	0.972273219913599
WT	30903b-045	369853	Rarefaction	4671.65319152075	0.9722991005857
WT	30903b-045	370633	Rarefaction	4672.18175431638	0.972324849459526
WT	30903b-045	371413	Rarefaction	4672.70859174663	0.972350467656751
WT	30903b-045	372194	Rarefaction	4673.23438701441	0.972375988903011
WT	30903b-045	372974	Rarefaction	4673.75780276537	0.972401348964215
WT	30903b-045	373754	Rarefaction	4674.27952198468	0.972426581704701
WT	30903b-045	374534	Rarefaction	4674.79955507882	0.972451688232371
WT	30903b-045	375315	Rarefaction	4675.31857422446	0.972476701536214
WT	30903b-045	376095	Rarefaction	4675.83525913963	0.972501558668564
WT	30903b-045	376875	Rarefaction	4676.35028506712	0.972526292801905
WT	30903b-045	377656	Rarefaction	4676.86431867948	0.972550936467097
WT	30903b-045	378436	Rarefaction	4677.37605172303	0.972575427596387
WT	30903b-045	379216	Rarefaction	4677.88615263919	0.972599798859939
WT	30903b-045	379996	Rarefaction	4678.39463058085	0.972624051273407
WT	30903b-045	380777	Rarefaction	4678.90214342332	0.972648216759163
WT	30903b-045	381557	Rarefaction	4679.40739898552	0.972672234447237
WT	30903b-045	382337	Rarefaction	4679.91105825943	0.972696136308035
WT	30903b-045	383118	Rarefaction	4680.41377163289	0.972719953799979
WT	30903b-045	383898	Rarefaction	4680.91426058315	0.972743626907343
WT	30903b-045	384678	Rarefaction	4681.41317839293	0.972767187178016
WT	30903b-045	385458	Rarefaction	4681.91053299442	0.972790635597589
WT	30903b-045	386239	Rarefaction	4682.40696798317	0.972814002929963
WT	30903b-045	387019	Rarefaction	4682.90121988421	0.9728372303543
WT	30903b-045	387799	Rarefaction	4683.39393374423	0.97286034875752
WT	30903b-045	388580	Rarefaction	4683.88574652102	0.972883388534179
WT	30903b-045	388581	Observed	4683.88637526313	0.972883417965624
WT	30903b-046	1	Rarefaction	1	0.00152763899384556
WT	30903b-046	1019	Rarefaction	611.333849094712	0.366351511341373
WT	30903b-046	2038	Rarefaction	963.448863839065	0.458367298233084
WT	30903b-046	3057	Rarefaction	1222.21651075572	0.512676872608099
WT	30903b-046	4075	Rarefaction	1428.23005162024	0.550617369316587
WT	30903b-046	5094	Rarefaction	1600.01984680239	0.579494666514774
WT	30903b-046	6113	Rarefaction	1747.27876453755	0.602630033098516
WT	30903b-046	7131	Rarefaction	1875.97233434212	0.621835998845987
WT	30903b-046	8150	Rarefaction	1990.37895825832	0.638244993696825
WT	30903b-046	9169	Rarefaction	2093.18143262191	0.652538157512271
WT	30903b-046	10187	Rarefaction	2186.34548946328	0.665176838417017
WT	30903b-046	11206	Rarefaction	2271.59863661827	0.676518040582823
WT	30903b-046	12225	Rarefaction	2350.03970226732	0.686790322326891
WT	30903b-046	13243	Rarefaction	2422.54367008357	0.696165671846096
WT	30903b-046	14262	Rarefaction	2490.0113876778	0.704800983332684
WT	30903b-046	15281	Rarefaction	2552.98901894703	0.712795098643798
WT	30903b-046	16299	Rarefaction	2611.93390486853	0.720227376904234
WT	30903b-046	17318	Rarefaction	2667.39164291995	0.727182305383964
WT	30903b-046	18337	Rarefaction	2719.66654163757	0.733709719936816
WT	30903b-046	19356	Rarefaction	2769.06957365332	0.739857295177916
WT	30903b-046	20374	Rarefaction	2815.82379000929	0.745659517337127
WT	30903b-046	21393	Rarefaction	2860.25314954703	0.751161700364464
WT	30903b-046	22412	Rarefaction	2902.51333670978	0.756387017324759
WT	30903b-046	23430	Rarefaction	2942.74394386558	0.761355732970371
WT	30903b-046	24449	Rarefaction	2981.1812757786	0.766099324825443
WT	30903b-046	25468	Rarefaction	3017.92458997278	0.770631788762066
WT	30903b-046	26486	Rarefaction	3053.06470716647	0.77496566103443
WT	30903b-046	27505	Rarefaction	3086.78217564104	0.779124210733965
WT	30903b-046	28524	Rarefaction	3119.14207409795	0.783116212041144
WT	30903b-046	29542	Rarefaction	3150.20503763282	0.786949686845984
WT	30903b-046	30561	Rarefaction	3180.11402547537	0.790642663860693
WT	30903b-046	31580	Rarefaction	3208.9124040906	0.794200762356745
WT	30903b-046	32598	Rarefaction	3236.64128627252	0.797629220986979
WT	30903b-046	33617	Rarefaction	3263.41709682648	0.800942520909526
WT	30903b-046	34636	Rarefaction	3289.26888764839	0.804144286144767
WT	30903b-046	35654	Rarefaction	3314.22470222721	0.807237964182028
WT	30903b-046	36673	Rarefaction	3338.38152683996	0.810235519267814
WT	30903b-046	37692	Rarefaction	3361.75869418384	0.813139268143565
WT	30903b-046	38711	Rarefaction	3384.3971230361	0.815954185107303
WT	30903b-046	39729	Rarefaction	3406.31350904655	0.818682217889499
WT	30903b-046	40748	Rarefaction	3427.58603941433	0.82133296293846
WT	30903b-046	41767	Rarefaction	3448.22552426853	0.823907628171118
WT	30903b-046	42785	Rarefaction	3468.24301221488	0.826407438264719
WT	30903b-046	43804	Rarefaction	3487.70617682537	0.828840692158866
WT	30903b-046	44823	Rarefaction	3506.62156176352	0.831208058620435
WT	30903b-046	45841	Rarefaction	3524.99614594504	0.833510253870497
WT	30903b-046	46860	Rarefaction	3542.88922371311	0.835754554481926
WT	30903b-046	47879	Rarefaction	3560.30426136664	0.837941249047079
WT	30903b-046	48897	Rarefaction	3577.24527559977	0.840070690793848
WT	30903b-046	49916	Rarefaction	3593.7647554889	0.842149333463339
WT	30903b-046	50935	Rarefaction	3609.86392978317	0.844177193842567
WT	30903b-046	51953	Rarefaction	3625.54463421107	0.846154363783548
WT	30903b-046	52972	Rarefaction	3640.8537464865	0.848086621530247
WT	30903b-046	53991	Rarefaction	3655.79085914131	0.849973789527615
WT	30903b-046	55009	Rarefaction	3670.35619113967	0.851815769107847
WT	30903b-046	56028	Rarefaction	3684.59193375107	0.853617775784638
WT	30903b-046	57047	Rarefaction	3698.49647536073	0.855379492268589
WT	30903b-046	58066	Rarefaction	3712.08201223728	0.857102352527927
WT	30903b-046	59084	Rarefaction	3725.34723379358	0.858786080865095
WT	30903b-046	60103	Rarefaction	3738.32918488624	0.860435276127643
WT	30903b-046	61122	Rarefaction	3751.02512735416	0.862049493323508
WT	30903b-046	62140	Rarefaction	3763.43293896151	0.863628365567938
WT	30903b-046	63159	Rarefaction	3775.58644687499	0.865176105553358
WT	30903b-046	64178	Rarefaction	3787.48232833862	0.866692204852281
WT	30903b-046	65196	Rarefaction	3799.11786457304	0.868176230274889
WT	30903b-046	66215	Rarefaction	3810.5240922324	0.869632060162107
WT	30903b-046	67234	Rarefaction	3821.69727893651	0.871059141777037
WT	30903b-046	68252	Rarefaction	3832.63425287289	0.872456994539378
WT	30903b-046	69271	Rarefaction	3843.36362969604	0.873829205031319
WT	30903b-046	70290	Rarefaction	3853.88138000739	0.87517519062672
WT	30903b-046	71308	Rarefaction	3864.18400919048	0.876494437934158
WT	30903b-046	72327	Rarefaction	3874.29800482676	0.87779027617789
WT	30903b-046	73346	Rarefaction	3884.21913343978	0.879062104058337
WT	30903b-046	74364	Rarefaction	3893.94367039528	0.880309386275525
WT	30903b-046	75383	Rarefaction	3903.49622186691	0.881535223789213
WT	30903b-046	76402	Rarefaction	3912.87242511762	0.882739005226068
WT	30903b-046	77421	Rarefaction	3922.07734747029	0.883921331352156
WT	30903b-046	78439	Rarefaction	3931.10706791446	0.885081649724663
WT	30903b-046	79458	Rarefaction	3939.98400331788	0.886222794900252
WT	30903b-046	80477	Rarefaction	3948.70369940062	0.887344151363021
WT	30903b-046	81495	Rarefaction	3957.26214730008	0.888445161096126
WT	30903b-046	82514	Rarefaction	3965.68032107413	0.889528482487252
WT	30903b-046	83533	Rarefaction	3973.9537485578	0.890593501920638
WT	30903b-046	84551	Rarefaction	3982.07837029641	0.891639660669399
WT	30903b-046	85570	Rarefaction	3990.07386695821	0.892669457542289
WT	30903b-046	86589	Rarefaction	3997.93577028937	0.893682284538644
WT	30903b-046	87607	Rarefaction	4005.66000960576	0.89467758536239
WT	30903b-046	88626	Rarefaction	4013.26509195496	0.895657714280522
WT	30903b-046	89645	Rarefaction	4020.74658310427	0.896622071135214
WT	30903b-046	90663	Rarefaction	4028.10041772712	0.897570105006349
WT	30903b-046	91682	Rarefaction	4035.34404204716	0.898504038214681
WT	30903b-046	92701	Rarefaction	4042.47306588759	0.899423280554235
WT	30903b-046	93719	Rarefaction	4049.48345892263	0.900327288144055
WT	30903b-046	94738	Rarefaction	4056.39169367933	0.901218162931899
WT	30903b-046	95757	Rarefaction	4063.19344494045	0.902095325971759
WT	30903b-046	96776	Rarefaction	4069.89124528808	0.902959082992653
WT	30903b-046	97794	Rarefaction	4076.48111300807	0.903808902168489
WT	30903b-046	98813	Rarefaction	4082.97836680367	0.904646739809462
WT	30903b-046	99832	Rarefaction	4089.37877424458	0.905472033497258
WT	30903b-046	100850	Rarefaction	4095.67841809046	0.906284261133266
WT	30903b-046	101869	Rarefaction	4101.89182306187	0.907085280339446
WT	30903b-046	102888	Rarefaction	4108.01483905307	0.90787454121768
WT	30903b-046	103906	Rarefaction	4114.04361021735	0.908651532998639
WT	30903b-046	104925	Rarefaction	4119.99193779957	0.909418021383486
WT	30903b-046	105944	Rarefaction	4125.85575711168	0.910173470117397
WT	30903b-046	106962	Rarefaction	4131.63128120788	0.91091737964036
WT	30903b-046	107981	Rarefaction	4137.33164316078	0.911651430732219
WT	30903b-046	109000	Rarefaction	4142.95286352598	0.912375100823674
WT	30903b-046	110018	Rarefaction	4148.49122817114	0.913087902146023
WT	30903b-046	111037	Rarefaction	4153.95925546009	0.913791436524504
WT	30903b-046	112056	Rarefaction	4159.35305385833	0.914485195102981
WT	30903b-046	113075	Rarefaction	4164.67416935159	0.915169368762932
WT	30903b-046	114093	Rarefaction	4169.91898793701	0.915843485621943
WT	30903b-046	115112	Rarefaction	4175.09926687067	0.916509050727662
WT	30903b-046	116131	Rarefaction	4180.211245949	0.917165573433999
WT	30903b-046	117149	Rarefaction	4185.25137873126	0.917812593680663
WT	30903b-046	118168	Rarefaction	4190.23091199176	0.918451549728888
WT	30903b-046	119187	Rarefaction	4195.14616688209	0.919081964240447
WT	30903b-046	120205	Rarefaction	4199.99368295661	0.919703389297612
WT	30903b-046	121224	Rarefaction	4204.78421931394	0.920317200305399
WT	30903b-046	122243	Rarefaction	4209.51418431503	0.920922933272074
WT	30903b-046	123261	Rarefaction	4214.18019846786	0.921520152224647
WT	30903b-046	124280	Rarefaction	4218.79256560361	0.922110173689043
WT	30903b-046	125299	Rarefaction	4223.34778936315	0.922692546711496
WT	30903b-046	126317	Rarefaction	4227.8425606293	0.923266847297714
WT	30903b-046	127336	Rarefaction	4232.28676547841	0.923834336532572
WT	30903b-046	128355	Rarefaction	4236.6769921036	0.924394576364919
WT	30903b-046	129373	Rarefaction	4241.01000771226	0.924947154272833
WT	30903b-046	130392	Rarefaction	4245.2953046554	0.925493279501187
WT	30903b-046	131411	Rarefaction	4249.52955318894	0.926032526533944
WT	30903b-046	132430	Rarefaction	4253.71368386763	0.926565013384537
WT	30903b-046	133448	Rarefaction	4257.84456614348	0.927090342555241
WT	30903b-046	134467	Rarefaction	4261.93120003264	0.927609658658188
WT	30903b-046	135486	Rarefaction	4265.97036853092	0.928122552504302
WT	30903b-046	136504	Rarefaction	4269.95902189584	0.928628637532408
WT	30903b-046	137523	Rarefaction	4273.90581018528	0.929129013088678
WT	30903b-046	138542	Rarefaction	4277.80759778688	0.929623281683629
WT	30903b-046	139560	Rarefaction	4281.66140642736	0.930111067779874
WT	30903b-046	140579	Rarefaction	4285.47557143949	0.93059342771308
WT	30903b-046	141598	Rarefaction	4289.24703427632	0.931069975663609
WT	30903b-046	142616	Rarefaction	4292.97288199198	0.93154034640614
WT	30903b-046	143635	Rarefaction	4296.66114946071	0.932005555947638
WT	30903b-046	144654	Rarefaction	4300.30885380072	0.932465229498563
WT	30903b-046	145672	Rarefaction	4303.91315221279	0.932919012124014
WT	30903b-046	146691	Rarefaction	4307.4817972467	0.933367881458528
WT	30903b-046	147710	Rarefaction	4311.01187358131	0.933811473565626
WT	30903b-046	148728	Rarefaction	4314.50061230235	0.934249443447786
WT	30903b-046	149747	Rarefaction	4317.95548861857	0.934682732400403
WT	30903b-046	150766	Rarefaction	4321.37366673673	0.935110986974321
WT	30903b-046	151785	Rarefaction	4324.75573586395	0.935534284787187
WT	30903b-046	152803	Rarefaction	4328.09902161459	0.935952293710646
WT	30903b-046	153822	Rarefaction	4331.41065258091	0.936365909407775
WT	30903b-046	154841	Rarefaction	4334.68788954976	0.936774791957241
WT	30903b-046	155859	Rarefaction	4337.92811061269	0.93717861843889
WT	30903b-046	156878	Rarefaction	4341.13821550286	0.93757825227061
WT	30903b-046	157897	Rarefaction	4344.31552678785	0.9379733632748
WT	30903b-046	158915	Rarefaction	4347.45748345742	0.938363637637156
WT	30903b-046	159934	Rarefaction	4350.57076401164	0.938749908128335
WT	30903b-046	160953	Rarefaction	4353.65275240761	0.939131853919919
WT	30903b-046	161971	Rarefaction	4356.70094783711	0.939509170014991
WT	30903b-046	162990	Rarefaction	4359.72181739824	0.939882659922897
WT	30903b-046	164009	Rarefaction	4362.71280238406	0.94025201204244
WT	30903b-046	165027	Rarefaction	4365.67147055887	0.940616929784905
WT	30903b-046	166046	Rarefaction	4368.60407113775	0.940978188957439
WT	30903b-046	167065	Rarefaction	4371.50812227861	0.941335486644141
WT	30903b-046	168083	Rarefaction	4374.38123510236	0.941688534665655
WT	30903b-046	169102	Rarefaction	4377.2294725176	0.942038082156007
